,winner,gameDuration,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,t1_towerKills,t1_inhibitorKills,t1_baronKills,t1_dragonKills,t1_riftHeraldKills,t2_towerKills,t2_inhibitorKills,t2_baronKills,t2_dragonKills,t2_riftHeraldKills
33742,blue,1558,blue,blue,blue,nobody,red,blue,11,3,0,2,1,0,0,0,1,0
33743,blue,1494,red,blue,blue,nobody,blue,blue,8,1,0,2,1,3,0,0,1,0
33744,blue,2029,red,blue,blue,red,blue,blue,10,2,1,4,1,1,0,1,0,0
33745,blue,1391,blue,blue,blue,blue,blue,blue,10,1,1,1,1,2,0,0,1,0
33746,blue,1505,blue,blue,blue,blue,blue,blue,9,1,1,2,1,1,0,0,0,0
33747,blue,1875,blue,blue,blue,blue,blue,blue,11,3,2,4,1,2,0,0,0,0
33748,blue,2031,blue,red,blue,red,blue,blue,10,3,1,4,1,8,1,1,0,0
33749,blue,2325,red,blue,blue,blue,blue,blue,10,2,2,4,1,0,0,0,0,0
33750,blue,2306,blue,red,blue,blue,red,red,10,2,1,2,0,6,0,0,2,1
33751,blue,1238,blue,red,nobody,nobody,blue,blue,4,0,0,1,1,2,0,0,0,0
33752,blue,2119,blue,blue,nobody,blue,blue,nobody,6,0,1,2,0,3,0,0,2,0
33753,red,1707,red,red,red,red,red,nobody,0,0,0,1,0,11,3,1,3,0
33754,red,1934,red,red,red,red,red,blue,3,0,0,2,1,8,1,1,1,0
33755,blue,920,blue,blue,blue,nobody,blue,nobody,6,1,0,2,0,0,0,0,0,0
33756,red,1634,blue,red,nobody,nobody,red,blue,2,0,0,0,1,6,0,0,2,0
33757,red,1678,red,red,red,red,blue,nobody,2,0,0,1,0,11,2,1,1,0
33758,red,2538,blue,red,red,red,red,red,7,1,1,1,0,11,4,2,4,1
33759,red,2496,blue,red,red,red,blue,blue,6,1,0,2,1,7,2,2,3,0
33760,blue,2201,blue,blue,blue,blue,blue,blue,9,1,1,3,1,3,0,1,1,0
33761,red,1173,red,red,red,nobody,red,red,0,0,0,0,0,9,2,0,1,1
33762,blue,1656,blue,blue,blue,nobody,blue,blue,11,3,0,2,1,2,0,0,0,0
33763,red,1561,red,red,red,red,red,red,1,0,0,0,0,10,4,1,3,1
33764,blue,1893,blue,blue,blue,blue,blue,red,11,2,1,2,0,4,0,0,1,1
33765,red,2241,blue,red,red,nobody,blue,nobody,4,0,0,1,0,10,3,0,3,0
33766,red,207,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33767,red,2224,blue,blue,red,red,red,blue,8,1,0,2,1,7,2,2,2,0
33768,red,197,nobody,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33769,blue,1890,red,blue,blue,blue,blue,nobody,9,4,1,3,0,1,0,0,0,0
33770,red,2297,red,blue,blue,red,blue,nobody,6,2,0,2,0,10,2,1,1,0
33771,blue,1701,red,blue,blue,red,red,red,10,1,0,2,0,2,0,1,1,1
33772,red,2187,blue,red,red,red,blue,red,4,0,0,2,0,10,3,1,1,1
33773,red,1359,blue,red,red,nobody,red,red,1,0,0,0,0,11,3,0,2,1
33774,red,1013,blue,red,red,nobody,red,red,0,0,0,0,0,9,2,0,1,1
33775,blue,2169,blue,red,blue,blue,blue,nobody,9,1,1,2,0,4,0,0,0,0
33776,red,1949,blue,blue,red,nobody,red,nobody,3,0,0,0,0,10,2,0,2,0
33777,red,1716,blue,red,red,red,red,nobody,3,0,0,0,0,11,3,1,3,0
33778,blue,1904,red,red,blue,red,red,red,10,2,1,1,0,6,0,1,2,1
33779,red,2566,blue,blue,red,red,blue,red,8,0,0,1,0,9,1,2,3,1
33780,red,3050,blue,red,red,red,blue,nobody,8,2,2,3,0,9,2,2,2,0
33781,blue,1986,red,blue,blue,nobody,blue,nobody,11,3,0,3,0,1,0,0,0,0
33782,blue,2048,red,blue,blue,red,red,red,9,2,1,0,0,5,0,1,2,1
33783,red,1947,red,red,red,red,red,nobody,4,0,0,2,0,8,1,1,1,0
33784,red,3086,blue,red,blue,red,red,nobody,6,2,2,2,0,11,4,2,3,0
33785,blue,1897,blue,blue,blue,blue,blue,blue,10,2,1,3,1,2,0,0,0,0
33786,blue,1776,red,red,blue,nobody,blue,blue,7,1,0,2,1,2,0,0,1,0
33787,red,2670,red,red,blue,red,blue,red,5,1,0,2,0,9,1,2,3,1
33788,red,2191,blue,blue,blue,red,blue,nobody,7,1,0,3,0,7,1,1,0,0
33789,blue,2220,red,red,red,red,red,red,6,2,1,0,0,10,4,1,4,1
33790,blue,1778,red,blue,blue,nobody,red,nobody,10,2,0,2,0,1,0,0,1,0
33791,blue,1856,red,blue,blue,blue,blue,nobody,10,2,1,3,0,0,0,0,0,0
33792,red,2280,blue,red,red,red,blue,nobody,5,0,0,3,0,10,2,1,1,0
33793,red,2350,red,red,red,red,red,red,0,0,0,0,0,10,2,1,4,1
33794,blue,1379,blue,blue,blue,nobody,blue,blue,8,1,0,1,1,0,0,0,0,0
33795,red,1513,red,red,red,nobody,red,blue,0,0,0,0,1,7,1,0,3,0
33796,red,1566,red,red,red,red,red,blue,1,0,0,0,1,10,2,1,2,0
33797,blue,2507,blue,red,red,red,red,nobody,8,1,1,0,0,7,1,1,5,0
33798,red,1786,blue,red,red,red,red,blue,2,0,0,0,1,8,1,1,3,0
33799,blue,1682,blue,blue,blue,nobody,blue,nobody,9,2,0,2,0,0,0,0,0,0
33800,red,2826,red,blue,red,red,red,red,6,0,0,0,0,11,3,1,5,1
33801,blue,1727,blue,blue,blue,nobody,blue,red,9,1,0,1,0,3,0,0,1,1
33802,blue,1768,blue,blue,blue,blue,red,blue,9,2,1,2,1,2,0,0,1,0
33803,blue,2377,red,red,blue,blue,blue,nobody,9,2,1,3,0,6,1,0,1,0
33804,blue,1988,blue,blue,blue,blue,blue,blue,10,1,1,2,1,3,0,0,1,0
33805,blue,1635,red,blue,blue,nobody,red,nobody,10,3,0,1,0,0,0,0,1,0
33806,red,1107,red,red,red,nobody,red,nobody,0,0,0,0,0,6,1,0,1,0
33807,red,2200,red,blue,red,blue,red,nobody,3,0,1,0,0,10,3,1,3,0
33808,blue,1689,blue,blue,blue,blue,red,blue,11,3,1,0,1,3,0,0,2,0
33809,red,1750,blue,red,red,red,red,blue,2,0,0,0,1,11,2,1,3,0
33810,red,1573,red,red,red,red,red,blue,2,0,0,0,1,8,1,1,2,0
33811,blue,2236,red,red,red,red,red,red,7,2,1,3,0,9,2,1,1,1
33812,blue,1663,blue,blue,blue,nobody,red,nobody,10,1,0,1,0,2,0,0,1,0
33813,red,2011,red,red,red,red,red,red,1,0,0,1,0,10,2,1,4,1
33814,red,1998,red,blue,red,red,red,nobody,2,0,0,1,0,11,2,1,3,0
33815,red,1384,red,red,red,nobody,blue,red,1,0,0,1,0,10,2,0,0,1
33816,red,2052,blue,red,red,red,red,nobody,3,0,0,0,0,10,3,1,2,0
33817,red,1470,red,red,red,red,red,red,0,0,0,0,0,8,1,1,2,1
33818,red,1832,red,red,red,red,red,nobody,3,0,0,0,0,11,2,1,2,0
33819,blue,1494,blue,red,nobody,nobody,red,blue,7,0,0,1,1,1,0,0,1,0
33820,red,1834,red,red,red,red,blue,blue,3,0,0,2,1,9,1,1,1,0
33821,blue,1457,blue,blue,blue,nobody,blue,nobody,9,2,0,2,0,1,0,0,0,0
33822,red,1976,red,blue,red,red,red,red,6,1,0,0,0,9,2,2,3,1
33823,blue,1711,blue,blue,blue,nobody,red,blue,11,3,0,1,1,4,0,0,2,0
33824,red,1953,red,red,blue,blue,red,red,5,1,1,1,0,8,1,0,2,1
33825,blue,2687,red,blue,blue,red,red,nobody,9,2,1,3,0,5,0,1,1,0
33826,red,1810,red,red,red,red,red,nobody,2,0,0,1,0,9,1,1,1,0
33827,red,3924,blue,red,blue,blue,blue,nobody,9,4,3,4,0,10,4,1,2,0
33828,blue,1581,blue,blue,blue,nobody,blue,red,11,2,0,2,0,0,0,0,0,1
33829,red,1387,red,red,red,nobody,red,red,1,0,0,0,0,6,1,0,2,1
33830,red,2627,blue,red,red,red,red,nobody,4,0,1,0,0,9,3,1,3,0
33831,red,1248,blue,blue,nobody,nobody,red,red,2,0,0,0,0,4,0,0,1,1
33832,red,1915,red,blue,red,red,red,nobody,5,0,0,0,0,11,3,1,2,0
33833,red,1833,blue,red,red,blue,red,blue,6,1,1,0,1,10,3,0,3,0
33834,red,1492,blue,red,red,red,red,nobody,2,0,0,0,0,11,3,1,2,0
33835,red,2503,blue,red,blue,red,blue,blue,6,1,0,2,1,8,1,2,2,0
33836,red,1602,red,blue,red,red,blue,nobody,3,0,0,1,0,10,2,1,1,0
33837,red,1577,red,red,red,nobody,red,red,3,0,0,0,0,11,3,0,1,1
33838,red,1834,red,red,red,nobody,red,nobody,2,0,0,0,0,9,2,0,1,0
33839,red,1539,red,red,red,red,red,red,1,0,0,0,0,11,4,1,2,1
33840,blue,2541,red,blue,red,red,red,nobody,7,1,1,3,0,7,1,1,1,0
33841,red,1381,red,red,red,nobody,red,red,2,0,0,0,0,9,1,0,2,1
33842,blue,2382,red,red,blue,blue,red,nobody,10,2,1,1,0,5,0,0,2,0
33843,red,2195,blue,red,red,blue,blue,red,4,0,1,2,0,10,3,0,2,1
33844,red,1727,red,red,red,nobody,red,blue,1,0,0,1,1,9,2,0,2,0
33845,red,2546,red,red,red,blue,blue,blue,5,0,1,2,1,11,4,0,3,0
33846,blue,2217,blue,red,blue,blue,red,blue,9,2,1,1,1,5,0,0,4,0
33847,blue,1511,red,red,blue,nobody,blue,blue,11,3,0,1,1,1,0,0,0,0
33848,red,1393,blue,blue,red,nobody,red,red,2,0,0,0,0,10,1,0,2,1
33849,blue,1880,red,blue,blue,nobody,blue,nobody,8,1,0,2,0,2,0,0,0,0
33850,red,1663,blue,red,red,nobody,blue,red,1,0,0,2,0,10,3,0,1,1
33851,blue,2000,blue,blue,blue,blue,red,blue,10,2,1,1,1,2,0,0,2,0
33852,blue,1829,blue,blue,blue,nobody,blue,red,9,2,0,3,0,3,0,0,0,1
33853,red,2437,red,blue,red,red,red,nobody,5,0,0,0,0,9,1,1,5,0
33854,red,1955,blue,red,red,red,blue,nobody,4,0,0,2,0,6,1,1,1,0
33855,red,2201,red,red,red,nobody,red,nobody,3,0,0,1,0,11,2,0,1,0
33856,red,1674,red,blue,red,red,red,nobody,3,0,0,0,0,8,1,1,3,0
33857,blue,1910,blue,blue,blue,nobody,blue,nobody,10,2,0,2,0,5,0,0,1,0
33858,blue,2363,blue,red,blue,blue,blue,blue,10,1,2,1,1,3,0,0,3,0
33859,blue,1944,blue,blue,blue,blue,red,blue,10,2,1,3,1,1,0,0,1,0
33860,blue,1851,red,blue,blue,nobody,red,nobody,9,2,0,0,0,2,0,0,2,0
33861,red,2569,blue,blue,blue,red,blue,nobody,6,1,1,4,0,8,2,1,1,0
33862,blue,2089,blue,blue,blue,blue,blue,nobody,10,2,1,2,0,4,0,0,1,0
33863,blue,951,blue,blue,blue,nobody,nobody,blue,8,1,0,0,1,0,0,0,0,0
33864,red,2514,red,blue,red,red,blue,red,7,1,0,2,0,11,4,2,1,1
33865,red,2677,blue,red,blue,red,red,nobody,7,1,0,0,0,10,2,1,4,0
33866,red,1750,blue,red,red,nobody,blue,nobody,1,0,0,1,0,11,3,0,0,0
33867,blue,1465,blue,blue,blue,blue,blue,blue,11,4,1,2,1,1,0,0,0,0
33868,blue,1710,blue,blue,blue,nobody,red,blue,11,3,0,2,1,0,0,0,1,0
33869,blue,1337,red,blue,nobody,nobody,blue,nobody,2,0,0,2,0,1,0,0,0,0
33870,red,2245,red,red,red,nobody,blue,nobody,3,0,0,3,0,10,2,0,1,0
33871,red,1434,blue,blue,nobody,nobody,red,red,3,0,0,0,0,5,0,0,1,1
33872,blue,1331,red,blue,nobody,nobody,red,nobody,5,0,0,1,0,0,0,0,1,0
33873,red,1851,blue,red,red,red,red,red,2,0,0,0,0,9,1,1,2,1
33874,blue,2234,red,blue,blue,blue,blue,nobody,11,5,1,3,0,3,0,0,0,0
33875,blue,1878,red,blue,blue,nobody,red,blue,11,4,0,1,1,1,0,0,1,0
33876,blue,2167,red,blue,blue,red,blue,nobody,8,2,1,1,0,6,1,1,3,0
33877,blue,1443,red,blue,blue,nobody,red,nobody,10,2,0,1,0,1,0,0,1,0
33878,red,1927,red,red,red,red,red,red,2,0,0,1,0,10,3,1,3,1
33879,red,2216,red,blue,red,red,red,nobody,5,0,0,1,0,9,2,1,3,0
33880,red,1875,blue,blue,red,nobody,red,blue,4,0,0,1,1,10,1,0,2,0
33881,blue,2384,red,blue,blue,red,blue,blue,9,1,1,1,1,7,0,1,2,0
33882,blue,1540,red,red,nobody,blue,red,red,5,0,1,0,0,4,0,0,3,1
33883,blue,1348,blue,blue,blue,nobody,blue,red,11,3,0,2,0,1,0,0,0,1
33884,blue,1219,blue,blue,blue,nobody,blue,nobody,7,1,0,1,0,0,0,0,0,0
33885,red,2624,red,red,red,red,red,nobody,3,0,1,0,0,9,1,1,4,0
33886,blue,2058,blue,red,blue,blue,red,nobody,8,1,1,0,0,3,0,0,4,0
33887,blue,1878,blue,red,blue,blue,blue,nobody,8,1,1,2,0,6,1,0,1,0
33888,red,1776,blue,blue,red,nobody,red,nobody,4,0,0,1,0,7,1,0,2,0
33889,red,1405,blue,blue,red,red,red,red,2,0,0,0,0,6,1,1,1,1
33890,red,1893,red,red,nobody,red,blue,blue,3,0,0,1,1,5,0,1,2,0
33891,red,1254,red,red,nobody,nobody,red,nobody,0,0,0,0,0,6,0,0,1,0
33892,blue,1734,red,red,blue,blue,red,nobody,10,1,1,2,0,2,0,0,1,0
33893,red,2149,red,red,red,nobody,blue,nobody,2,0,0,1,0,9,1,0,2,0
33894,red,1754,blue,red,red,red,red,blue,1,0,0,0,1,9,3,1,2,0
33895,red,1857,red,red,red,nobody,red,nobody,3,0,0,0,0,8,2,0,3,0
33896,red,2144,blue,red,red,red,red,nobody,3,0,0,1,0,9,1,1,3,0
33897,blue,1249,blue,blue,nobody,nobody,blue,blue,3,0,0,1,1,0,0,0,0,0
33898,red,1414,red,red,red,nobody,red,nobody,1,0,0,1,0,11,3,0,1,0
33899,blue,2820,red,red,blue,blue,red,nobody,8,3,2,1,0,6,0,1,3,0
33900,blue,1995,blue,blue,blue,nobody,blue,blue,8,1,0,3,1,2,0,0,0,0
33901,blue,2385,red,blue,blue,blue,blue,nobody,11,4,2,5,0,3,0,0,0,0
33902,blue,1646,blue,blue,blue,blue,red,nobody,10,2,1,1,0,1,0,0,1,0
33903,red,2389,blue,blue,red,red,red,nobody,7,0,0,0,0,8,2,1,2,0
33904,blue,1960,blue,blue,blue,blue,blue,nobody,11,3,1,3,0,0,0,0,0,0
33905,red,2026,blue,red,red,nobody,red,nobody,1,0,0,0,0,10,2,0,4,0
33906,blue,1923,red,red,blue,blue,red,red,10,2,1,0,0,4,0,0,4,1
33907,red,1867,red,red,red,red,red,nobody,0,0,0,0,0,11,3,1,3,0
33908,red,1031,blue,blue,nobody,nobody,blue,nobody,1,0,0,1,0,0,0,0,1,0
33909,red,2214,blue,blue,red,red,blue,nobody,4,0,0,2,0,11,2,2,2,0
33910,red,1753,blue,red,red,red,red,nobody,3,0,0,0,0,9,2,1,2,0
33911,red,1762,red,red,red,red,red,nobody,2,0,0,0,0,10,2,1,2,0
33912,blue,789,red,blue,blue,nobody,nobody,nobody,8,2,0,0,0,0,0,0,0,0
33913,blue,1034,red,blue,blue,nobody,blue,blue,7,1,0,1,1,2,0,0,0,0
33914,red,927,red,red,red,nobody,red,nobody,0,0,0,0,0,7,1,0,1,0
33915,red,1746,red,red,red,red,red,blue,4,0,0,0,1,10,2,1,4,0
33916,red,2834,blue,blue,red,red,red,nobody,4,0,0,1,0,11,3,1,3,0
33917,red,2006,blue,red,red,red,red,red,2,0,0,0,0,10,2,1,4,1
33918,blue,1964,blue,red,blue,blue,blue,blue,7,1,1,2,1,4,0,0,2,0
33919,blue,1369,blue,blue,blue,nobody,blue,blue,11,3,0,2,1,0,0,0,0,0
33920,blue,1925,red,blue,blue,red,red,red,10,4,0,2,0,6,1,1,2,1
33921,blue,2027,blue,blue,blue,nobody,blue,blue,11,3,0,3,1,3,0,0,0,0
33922,blue,1568,blue,red,blue,nobody,blue,nobody,10,2,0,3,0,1,0,0,0,0
33923,blue,2991,blue,blue,blue,red,red,nobody,11,4,1,1,0,3,0,1,4,0
33924,red,771,red,red,red,nobody,red,nobody,0,0,0,0,0,8,2,0,1,0
33925,red,2289,blue,blue,red,red,red,nobody,2,0,0,1,0,8,1,1,2,0
33926,blue,1513,blue,blue,blue,blue,blue,blue,9,2,1,1,1,0,0,0,0,0
33927,red,2728,blue,blue,blue,blue,blue,blue,9,4,1,1,1,7,2,1,2,0
33928,red,2107,red,blue,red,blue,blue,red,6,0,1,1,0,9,3,0,3,1
33929,blue,1871,blue,blue,blue,nobody,blue,blue,8,1,0,1,1,1,0,0,1,0
33930,blue,2340,red,red,blue,blue,blue,nobody,10,4,2,4,0,3,0,0,0,0
33931,red,1815,red,red,red,red,blue,nobody,1,0,0,1,0,11,2,1,2,0
33932,blue,1364,blue,blue,blue,blue,blue,blue,11,3,1,2,1,1,0,0,0,0
33933,red,1984,red,blue,red,red,red,red,6,0,0,0,0,11,3,1,4,1
33934,red,1248,red,red,red,nobody,red,nobody,0,0,0,0,0,11,2,0,1,0
33935,red,2295,blue,red,red,blue,red,nobody,5,0,1,1,0,10,2,0,3,0
33936,blue,1651,blue,blue,blue,red,blue,nobody,7,1,0,2,0,4,0,1,0,0
33937,red,1377,red,red,red,red,red,red,0,0,0,0,0,11,3,1,2,1
33938,blue,1636,blue,blue,blue,blue,blue,blue,10,3,1,2,1,1,0,0,1,0
33939,blue,1911,blue,blue,blue,blue,blue,nobody,9,2,1,3,0,2,0,0,0,0
33940,blue,2442,blue,blue,blue,red,red,red,8,2,0,4,0,4,0,2,1,1
33941,red,2449,blue,red,red,red,red,nobody,3,0,0,1,0,9,1,2,3,0
33942,red,2107,blue,red,blue,blue,red,nobody,10,3,1,0,0,9,2,1,3,0
33943,red,2152,red,red,red,nobody,red,nobody,2,0,0,0,0,11,3,0,4,0
33944,red,2388,red,blue,red,nobody,blue,blue,6,0,0,2,1,9,3,0,2,0
33945,blue,2115,blue,blue,blue,blue,blue,nobody,11,3,1,4,0,2,0,0,0,0
33946,blue,1230,red,blue,nobody,nobody,blue,nobody,5,0,0,2,0,2,0,0,0,0
33947,blue,2005,red,red,blue,blue,blue,red,10,3,1,3,0,2,0,0,0,1
33948,red,2070,blue,blue,red,red,red,nobody,4,0,0,2,0,10,1,1,2,0
33949,red,194,red,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
33950,blue,1365,red,blue,nobody,nobody,red,nobody,4,0,0,0,0,0,0,0,1,0
33951,blue,970,blue,blue,nobody,nobody,blue,nobody,1,0,0,1,0,0,0,0,0,0
33952,red,1831,red,red,red,red,red,red,1,0,0,0,0,11,3,1,3,1
33953,red,1531,blue,blue,red,nobody,red,nobody,1,0,0,0,0,10,2,0,2,0
33954,red,1656,blue,red,red,red,red,nobody,1,0,0,0,0,10,2,1,2,0
33955,blue,2598,red,blue,blue,blue,blue,nobody,11,4,2,3,0,5,0,0,3,0
33956,blue,2559,blue,blue,blue,red,blue,nobody,11,4,1,4,0,3,0,1,0,0
33957,red,1477,red,blue,red,red,red,nobody,1,0,0,1,0,9,1,1,1,0
33958,red,2177,red,blue,red,nobody,red,nobody,3,0,0,0,0,11,4,0,3,0
33959,red,1797,blue,blue,red,red,blue,blue,5,0,0,1,1,9,1,2,2,0
33960,blue,1966,blue,blue,blue,blue,blue,nobody,6,2,1,2,0,6,0,0,2,0
33961,blue,919,blue,blue,nobody,nobody,blue,nobody,4,0,0,1,0,0,0,0,0,0
33962,red,1928,blue,red,red,red,red,red,2,0,0,1,0,10,4,1,2,1
33963,blue,2028,blue,blue,blue,nobody,blue,nobody,8,1,0,3,0,2,0,0,0,0
33964,red,914,blue,red,red,nobody,red,nobody,0,0,0,0,0,8,1,0,1,0
33965,red,2042,red,blue,red,red,red,red,4,0,0,0,0,10,2,1,3,1
33966,blue,1677,blue,blue,blue,blue,blue,nobody,8,1,1,2,0,2,0,0,1,0
33967,red,1508,red,red,red,red,red,blue,2,0,0,0,1,8,1,1,2,0
33968,red,1696,red,red,red,nobody,red,nobody,0,0,0,0,0,8,1,0,3,0
33969,red,1803,blue,red,red,red,red,nobody,1,0,0,0,0,11,4,1,2,0
33970,blue,2565,blue,blue,blue,red,blue,blue,8,2,1,4,1,9,2,1,2,0
33971,red,1963,red,red,red,red,red,red,4,0,0,0,0,9,2,1,3,1
33972,blue,2040,blue,red,red,blue,blue,red,9,1,1,3,0,7,1,0,1,1
33973,red,2314,red,red,red,red,red,nobody,3,0,1,1,0,9,2,1,3,0
33974,blue,1497,blue,blue,blue,blue,red,red,11,3,1,2,0,1,0,0,1,1
33975,blue,1794,blue,blue,blue,nobody,red,nobody,10,2,0,3,0,1,0,0,1,0
33976,red,2372,red,red,red,red,blue,red,4,0,0,2,0,11,5,2,2,1
33977,red,1748,red,blue,red,red,red,blue,4,0,0,0,1,7,1,1,3,0
33978,red,1687,red,red,red,red,red,nobody,1,0,0,1,0,11,4,1,3,0
33979,red,1728,blue,blue,red,red,blue,nobody,3,0,0,1,0,10,2,1,2,0
33980,blue,1443,blue,red,nobody,nobody,red,red,4,0,0,0,0,3,0,0,2,1
33981,blue,1779,red,red,blue,blue,blue,red,10,2,1,3,0,2,0,0,0,1
33982,red,1605,blue,red,red,nobody,red,red,2,0,0,1,0,10,2,0,1,1
33983,blue,3562,red,blue,red,blue,blue,nobody,11,6,3,4,0,6,2,0,1,0
33984,blue,1640,red,red,blue,blue,red,nobody,9,2,1,1,0,3,0,0,1,0
33985,red,1560,blue,red,red,red,red,blue,3,0,0,1,1,8,1,1,2,0
33986,blue,2265,blue,blue,blue,red,blue,red,8,1,1,4,0,5,0,1,0,1
33987,blue,1997,red,red,red,blue,red,red,9,2,2,3,0,8,2,0,1,1
33988,red,2159,blue,blue,nobody,nobody,red,nobody,4,0,0,0,0,6,0,0,1,0
33989,red,1239,red,red,nobody,nobody,red,nobody,0,0,0,0,0,4,0,0,2,0
33990,red,2689,red,blue,blue,red,red,nobody,8,1,1,1,0,9,1,1,3,0
33991,blue,1754,red,blue,blue,blue,blue,nobody,10,2,1,2,0,1,0,0,0,0
33992,red,921,red,red,nobody,nobody,red,nobody,0,0,0,0,0,7,0,0,1,0
33993,blue,2424,blue,blue,red,blue,blue,blue,9,1,2,3,1,9,2,1,1,0
33994,blue,2059,red,blue,blue,nobody,blue,blue,8,2,0,2,1,5,0,0,1,0
33995,red,1627,red,blue,red,red,blue,blue,4,0,0,3,1,10,1,1,0,0
33996,blue,2083,blue,red,blue,blue,blue,red,10,1,1,1,0,5,0,0,3,1
33997,red,2384,blue,blue,red,red,blue,nobody,7,0,0,1,0,10,3,1,3,0
33998,red,2384,blue,blue,red,red,red,red,3,0,0,0,0,11,3,1,3,1
33999,blue,1384,red,blue,nobody,nobody,red,red,6,0,0,1,0,1,0,0,1,1
34000,red,1739,red,blue,red,red,red,red,2,0,0,0,0,8,1,1,2,1
34001,red,2521,blue,red,red,red,red,nobody,5,0,1,3,0,10,2,1,2,0
34002,red,2405,blue,red,red,red,red,nobody,2,0,0,0,0,8,2,1,2,0
34003,blue,1165,blue,blue,nobody,nobody,blue,nobody,3,0,0,1,0,0,0,0,0,0
34004,red,1879,blue,red,red,nobody,blue,nobody,5,0,0,1,0,6,1,0,1,0
34005,red,2741,red,red,red,red,red,red,8,1,0,1,0,8,3,2,4,1
34006,blue,2224,red,red,red,red,blue,red,9,2,1,3,0,8,4,1,2,1
34007,red,1745,red,red,red,red,red,blue,2,0,0,0,1,9,1,1,2,0
34008,red,1224,red,red,nobody,nobody,red,red,1,0,0,0,0,7,0,0,2,1
34009,red,1503,red,red,nobody,nobody,blue,red,3,0,0,1,0,5,0,0,1,1
34010,blue,2544,red,red,red,blue,blue,blue,10,3,2,4,1,8,3,0,1,0
34011,red,1206,red,red,red,nobody,red,nobody,0,0,0,0,0,11,2,0,2,0
34012,red,214,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
34013,blue,2627,blue,blue,blue,red,red,red,9,1,0,1,0,5,0,1,3,1
34014,red,1573,blue,red,red,nobody,red,nobody,2,0,0,0,0,7,1,0,2,0
34015,blue,1830,red,red,blue,blue,red,red,8,1,1,3,0,5,0,0,1,1
34016,blue,1932,blue,red,blue,blue,blue,blue,10,2,1,3,1,3,0,0,0,0
34017,red,2418,red,blue,red,red,blue,nobody,6,0,0,3,0,9,3,1,1,0
34018,red,1570,red,red,red,red,blue,nobody,2,0,0,1,0,11,3,1,1,0
34019,red,2236,blue,blue,red,red,blue,nobody,3,0,0,1,0,11,3,1,2,0
34020,red,2850,blue,blue,blue,red,blue,nobody,7,2,1,5,0,9,1,2,0,0
34021,blue,2941,red,red,red,red,blue,red,7,1,1,3,0,7,3,1,2,1
34022,red,1741,red,red,red,red,blue,red,1,0,0,2,0,11,3,1,1,1
34023,blue,2203,blue,blue,blue,red,blue,blue,10,2,0,3,1,1,0,1,0,0
34024,blue,1757,red,blue,blue,blue,red,nobody,10,2,1,2,0,1,0,0,1,0
34025,blue,2261,blue,red,blue,blue,red,nobody,7,1,1,0,0,6,0,0,3,0
34026,blue,199,blue,nobody,nobody,nobody,nobody,nobody,0,0,0,0,0,0,0,0,0,0
34027,blue,1757,red,blue,blue,nobody,blue,nobody,9,2,0,3,0,1,0,0,0,0
34028,blue,2038,blue,blue,blue,blue,blue,blue,11,4,2,3,1,4,0,0,0,0
34029,blue,1543,blue,blue,blue,blue,red,blue,10,1,1,1,1,0,0,0,2,0
34030,red,1241,red,red,red,nobody,red,blue,3,0,0,0,1,7,1,0,2,0
34031,blue,2113,blue,blue,blue,red,red,blue,10,3,1,2,1,3,0,1,1,0
34032,blue,1410,blue,blue,nobody,blue,blue,blue,7,0,1,1,1,2,0,0,1,0
34033,red,1710,red,red,red,red,red,nobody,0,0,0,0,0,10,2,1,3,0
34034,red,3387,blue,red,blue,blue,red,nobody,8,3,2,1,0,10,2,1,5,0
34035,blue,1513,blue,blue,blue,blue,blue,blue,9,2,1,1,1,2,0,0,1,0
34036,blue,2810,red,blue,blue,blue,red,nobody,8,3,1,1,0,3,0,0,3,0
34037,red,2555,blue,red,blue,blue,blue,red,11,4,3,5,0,7,2,0,0,1
34038,blue,1678,red,blue,blue,nobody,blue,nobody,11,3,0,2,0,0,0,0,0,0
34039,red,2030,red,blue,blue,red,blue,blue,8,2,0,3,1,5,1,2,0,0
34040,blue,1388,blue,blue,blue,nobody,blue,nobody,11,3,0,1,0,0,0,0,0,0
34041,red,1945,blue,blue,red,red,blue,blue,7,0,0,1,1,8,1,1,3,0
34042,blue,2059,blue,blue,blue,blue,blue,nobody,10,3,1,2,0,2,0,0,1,0
34043,blue,1989,red,blue,blue,blue,red,blue,11,4,1,2,1,2,0,0,2,0
34044,blue,1432,red,blue,blue,blue,blue,nobody,10,2,1,3,0,0,0,0,0,0
34045,blue,1612,blue,blue,nobody,nobody,blue,nobody,5,0,0,2,0,0,0,0,1,0
34046,red,1964,red,red,red,red,red,red,6,0,0,0,0,6,1,1,3,1
34047,red,1896,red,red,red,red,red,nobody,4,1,0,0,0,11,4,2,3,0
34048,red,1992,red,red,red,red,red,red,0,0,0,0,0,11,3,1,3,1
34049,blue,1564,blue,blue,blue,nobody,red,blue,11,1,0,0,1,1,0,0,1,0
34050,red,2377,blue,blue,blue,red,blue,nobody,7,1,0,1,0,11,3,2,3,0
